,classification_accuracy,classification_auc,classification_f1_score,classification_loss,classification_precision,classification_recall,loss,reconstruction_loss,val_classification_accuracy,val_classification_auc,val_classification_f1_score,val_classification_loss,val_classification_precision,val_classification_recall,val_loss,val_reconstruction_loss,learning_rate
0,0.3126254975795746,0.6931571960449219,0.32375568151474,1.7070846557617188,0.9106979370117188,0.15155349671840668,1.740854024887085,0.0020523129496723413,0.22805637121200562,0.5709836483001709,0.162761390209198,3.504106283187866,0.33326834440231323,0.14775021374225616,3.5284171104431152,0.0002468718448653817,0.0010000000474974513
1,0.3403368890285492,0.7187559604644775,0.3560200333595276,1.6463212966918945,0.9180841445922852,0.17248643934726715,1.6723783016204834,0.00016423960914835334,0.23399041593074799,0.5771840810775757,0.17526397109031677,3.519925594329834,0.347348153591156,0.15746162831783295,3.5490753650665283,9.940485324477777e-05,0.0010000000474974513
2,0.33393046259880066,0.7140064239501953,0.3478504419326782,1.6575207710266113,0.9213024377822876,0.16629962623119354,1.682808518409729,0.0001676923711784184,0.21742869913578033,0.5747277736663818,0.15819349884986877,3.7625041007995605,0.34342747926712036,0.14826884865760803,3.7883546352386475,9.987650264520198e-05,0.0010000000474974513
3,0.33730548620224,0.716611921787262,0.352324903011322,1.6514692306518555,0.9189916253089905,0.16948939859867096,1.6774036884307861,0.00016811484238132834,0.23050260543823242,0.567394495010376,0.16783681511878967,3.95050311088562,0.3397466540336609,0.14988957345485687,3.978147506713867,9.92333734757267e-05,0.0010000000474974513
4,0.3450610041618347,0.7235106229782104,0.36082202196121216,1.636641025543213,0.9209752678871155,0.17511145770549774,1.6571309566497803,0.00020587921608239412,0.2349412441253662,0.5746649503707886,0.18214644491672516,3.7086968421936035,0.3398182690143585,0.15596623718738556,3.7296273708343506,0.00018367241136729717,0.0005000000237487257
5,0.3400081992149353,0.719804048538208,0.3538845181465149,1.6445595026016235,0.9218335151672363,0.17057406902313232,1.6646531820297241,0.00020576035603880882,0.2235528975725174,0.5709649324417114,0.17207038402557373,3.7803492546081543,0.3381316661834717,0.14933636784553528,3.799962282180786,0.0001843744976213202,0.0005000000237487257
6,0.34091058373451233,0.7199251651763916,0.35472288727760315,1.6441224813461304,0.921856701374054,0.17147497832775116,1.6643577814102173,0.00020566211605910212,0.22221310436725616,0.5719643235206604,0.16456124186515808,3.870401620864868,0.3410475254058838,0.14980313181877136,3.8904707431793213,0.00018311929306946695,0.0005000000237487257
7,0.34541210532188416,0.723893940448761,0.36012595891952515,1.6356326341629028,0.9251466393470764,0.1741477996110916,1.6545733213424683,0.00021751226449850947,0.22192785143852234,0.5685608386993408,0.1700913906097412,3.7331008911132812,0.3382319211959839,0.15229257941246033,3.7503647804260254,0.00020009388390462846,0.0002500000118743628
8,0.34295740723609924,0.7223198413848877,0.35707759857177734,1.6385622024536133,0.9254346489906311,0.17281661927700043,1.6574431657791138,0.00021754088811576366,0.22787053883075714,0.573183000087738,0.17455826699733734,3.736396074295044,0.3384288549423218,0.15692138671875,3.753317356109619,0.00019993023306597024,0.0002500000118743628
9,0.34316208958625793,0.7225304245948792,0.3570590615272522,1.6380982398986816,0.925175130367279,0.17346203327178955,1.6569589376449585,0.00021752035536337644,0.2225545346736908,0.5685263276100159,0.17002981901168823,4.034155368804932,0.3374059200286865,0.15325205028057098,4.051194190979004,0.00019980641081929207,0.0002500000118743628
10,0.3417831063270569,0.721289873123169,0.35529625415802,1.6406524181365967,0.927930474281311,0.17164678871631622,1.660335659980774,0.0002267111121909693,0.22391162812709808,0.5708819627761841,0.1712678074836731,3.7733452320098877,0.3414860665798187,0.15091820061206818,3.7904767990112305,0.0002136492548743263,0.0001250000059371814
