,classification_accuracy,classification_auc,classification_f1_score,classification_loss,classification_precision,classification_recall,loss,reconstruction_loss,val_classification_accuracy,val_classification_auc,val_classification_f1_score,val_classification_loss,val_classification_precision,val_classification_recall,val_loss,val_reconstruction_loss,learning_rate
0,0.39560389518737793,0.7129420042037964,0.2605225145816803,0.23787806928157806,0.9430593252182007,0.17137207090854645,0.24763210117816925,0.0008901582914404571,0.2682807743549347,0.5659112930297852,0.13278476893901825,0.4512532651424408,0.33130037784576416,0.1277179718017578,0.45837363600730896,8.20167624624446e-05,0.0010000000474974513
1,0.39476916193962097,0.7138637900352478,0.2607584297657013,0.23677489161491394,0.9597903490066528,0.17062993347644806,0.2420634776353836,5.376774788601324e-05,0.26463305950164795,0.5671719312667847,0.1321885883808136,0.4102473855018616,0.327739953994751,0.11961431056261063,0.4153044819831848,4.235723099554889e-05,0.0010000000474974513
2,0.3941190242767334,0.7133484482765198,0.2598389983177185,0.2369973063468933,0.9608945250511169,0.17044594883918762,0.24214722216129303,5.368925485527143e-05,0.265259712934494,0.5689034461975098,0.14128242433071136,0.41530853509902954,0.32241949439048767,0.12384982407093048,0.42039376497268677,4.160784010309726e-05,0.0010000000474974513
3,0.39416101574897766,0.7136356234550476,0.2604694962501526,0.2368939071893692,0.9598499536514282,0.17095284163951874,0.24192191660404205,5.3657800890505314e-05,0.26802146434783936,0.5714125633239746,0.14195996522903442,0.45361825823783875,0.3214968740940094,0.13003021478652954,0.45862728357315063,4.197101225145161e-05,0.0010000000474974513
4,0.39440983533859253,0.7138104438781738,0.260574072599411,0.2368907481431961,0.9588375091552734,0.1708867847919464,0.24200333654880524,5.3716303227702156e-05,0.2646157443523407,0.5668097138404846,0.13314610719680786,0.4316801130771637,0.29415586590766907,0.10761657357215881,0.4368970990180969,4.208727114018984e-05,0.0010000000474974513
5,0.4019286632537842,0.7219987511634827,0.27042311429977417,0.2339693009853363,0.9602653980255127,0.17818644642829895,0.23810184001922607,6.21223371126689e-05,0.2658345401287079,0.5675755739212036,0.14378084242343903,0.48255130648612976,0.3254498839378357,0.13756337761878967,0.4865817129611969,5.834643161506392e-05,0.0005000000237487257
6,0.40292826294898987,0.7226183414459229,0.27138519287109375,0.23360900580883026,0.9615551233291626,0.1783735305070877,0.2378043234348297,6.209131242940202e-05,0.26679834723472595,0.5690635442733765,0.145582377910614,0.46675950288772583,0.33388254046440125,0.13838021457195282,0.47079941630363464,5.805242108181119e-05,0.0005000000237487257
7,0.4033246338367462,0.7238577604293823,0.2723044753074646,0.23329199850559235,0.9616802930831909,0.1784062534570694,0.2374965101480484,6.207499973243102e-05,0.2708609700202942,0.5750395655632019,0.14365339279174805,0.3975341320037842,0.34552615880966187,0.11904813349246979,0.4016944468021393,5.833357135998085e-05,0.0005000000237487257
8,0.4037105143070221,0.7232995629310608,0.2720698416233063,0.23344077169895172,0.9615928530693054,0.17841674387454987,0.23763959109783173,6.208746344782412e-05,0.2668069899082184,0.5642804503440857,0.14620180428028107,0.4787473976612091,0.3315378725528717,0.13407555222511292,0.4827498495578766,5.800570943392813e-05,0.0005000000237487257
9,0.40367409586906433,0.7235386967658997,0.27234089374542236,0.23337695002555847,0.9607122540473938,0.17845502495765686,0.2375614494085312,6.20581631665118e-05,0.2684709429740906,0.569848895072937,0.14367060363292694,0.47495150566101074,0.33417993783950806,0.13875623047351837,0.479133278131485,5.8239947975380346e-05,0.0005000000237487257
10,0.40135201811790466,0.72121262550354,0.2694533169269562,0.2341485321521759,0.9607564210891724,0.17760607600212097,0.2382633239030838,6.205106910783798e-05,0.2654801607131958,0.5641148090362549,0.1331838220357895,0.4884130656719208,0.3144620358943939,0.13234677910804749,0.49239087104797363,5.8381639973958954e-05,0.0005000000237487257
