,classification_accuracy,classification_auc,classification_f1_score,classification_fn,classification_fp,classification_loss,classification_precision,classification_recall,classification_top_k_categorical_accuracy,loss,reconstruction_loss,val_classification_accuracy,val_classification_auc,val_classification_f1_score,val_classification_fn,val_classification_fp,val_classification_loss,val_classification_precision,val_classification_recall,val_classification_top_k_categorical_accuracy,val_loss,val_reconstruction_loss,learning_rate
10,0.26972874999046326,0.6454805135726929,0.28281253576278687,589263.0,3281.0,0.3340669274330139,0.9606339931488037,0.11961998045444489,0.5287736654281616,0.3370142877101898,0.0001939928188221529,0.2545239329338074,0.6590069532394409,0.2601144313812256,197782.0,1028.0,0.33173373341560364,0.9703121781349182,0.14521071314811707,0.4295988082885742,0.33422091603279114,0.00018738715152721852,0.0005000000237487257
11,0.26668986678123474,0.6450548768043518,0.2805555760860443,591258.0,4932.0,0.33459848165512085,0.9405797719955444,0.11663937568664551,0.5294160842895508,0.3376082479953766,0.00019789475481957197,0.2522635757923126,0.6579934358596802,0.24468500912189484,197761.0,2400.0,0.3348558843135834,0.9333703517913818,0.1453014761209488,0.4304458796977997,0.33734744787216187,0.0002344191016163677,0.0005000000237487257
12,0.2717576324939728,0.647842288017273,0.287464439868927,588273.0,3071.0,0.3334398865699768,0.9634952545166016,0.1210990697145462,0.5310669541358948,0.33646705746650696,0.00019205677381251007,0.26290836930274963,0.6535327434539795,0.2527576982975006,193847.0,12660.0,0.34539347887039185,0.747778594493866,0.16221728920936584,0.4752853512763977,0.348205029964447,0.0002065460430458188,0.0005000000237487257
13,0.2719309628009796,0.6470028758049011,0.2878294289112091,588000.0,2548.0,0.3335857391357422,0.9696218371391296,0.1215069442987442,0.5301421880722046,0.3365112841129303,0.00018864461162593216,0.2515980005264282,0.6538584232330322,0.234243243932724,196956.0,2625.0,0.33502089977264404,0.9291498064994812,0.14878058433532715,0.47166794538497925,0.33751288056373596,0.0001891288993647322,0.0005000000237487257
14,0.2767268121242523,0.6527068614959717,0.29365968704223633,586084.0,2014.0,0.3319830000400543,0.9763776063919067,0.12436951696872711,0.5342985987663269,0.33468881249427795,0.0001769100344972685,0.26767972111701965,0.6687422394752502,0.27325090765953064,197008.0,925.0,0.32720494270324707,0.9737945199012756,0.14855584502220154,0.49436211585998535,0.32953035831451416,0.00017677673895377666,0.0002500000118743628
15,0.2768253982067108,0.6524772047996521,0.293354332447052,586061.0,2095.0,0.3319687247276306,0.975457489490509,0.12440387904644012,0.534843921661377,0.3346632421016693,0.00017799949273467064,0.27538129687309265,0.6719093918800354,0.2790079116821289,197400.0,818.0,0.3309231996536255,0.9764935970306396,0.14686167240142822,0.45600977540016174,0.33319932222366333,0.00017506243602838367,0.0002500000118743628
16,0.2776351869106293,0.6533511877059937,0.2935663163661957,585778.0,2168.0,0.33188748359680176,0.9747077822685242,0.12482669204473495,0.5353862643241882,0.33461302518844604,0.00017498015949968249,0.26222118735313416,0.668203592300415,0.27081066370010376,196956.0,999.0,0.32912418246269226,0.9717987775802612,0.14878058433532715,0.4738980233669281,0.3314429819583893,0.00017315414152108133,0.0002500000118743628
17,0.2768896520137787,0.6526726484298706,0.293217271566391,585903.0,2040.0,0.33200305700302124,0.9761306047439575,0.12463993579149246,0.5348483920097351,0.33471229672431946,0.00017617845151107758,0.262177973985672,0.6597521305084229,0.26718616485595703,196882.0,1142.0,0.33544260263442993,0.9679582715034485,0.1491004079580307,0.4568093419075012,0.33774542808532715,0.00019195827189832926,0.0002500000118743628
18,0.2770898640155792,0.6525396108627319,0.291424036026001,585532.0,2051.0,0.33178865909576416,0.9761086702346802,0.1251942217350006,0.5351471900939941,0.33457130193710327,0.00017564455629326403,0.2671740651130676,0.6732450127601624,0.2814876437187195,196706.0,1144.0,0.32869264483451843,0.968061625957489,0.14986105263233185,0.4447988271713257,0.33087843656539917,0.00017702860350254923,0.0001250000059371814
19,0.2776501178741455,0.6526729464530945,0.29175835847854614,585576.0,2065.0,0.33186906576156616,0.9759371876716614,0.12512849271297455,0.5356581807136536,0.3346644639968872,0.0001750811788951978,0.25739797949790955,0.6689643859863281,0.2667364180088043,197570.0,703.0,0.33273079991340637,0.9796314835548401,0.14612695574760437,0.43276673555374146,0.33493971824645996,0.00017749977996572852,0.0001250000059371814
