,precision,recall,f1-score,support
Normal,0.39783325482807347,0.3221345596408256,0.356004359581143,91766.0
Attack,0.8398664459644182,0.8793949260908474,0.8591762755562227,370996.0
accuracy,0.7688898397016177,0.7688898397016177,0.7688898397016177,0.7688898397016177
macro avg,0.6188498503962458,0.6007647428658365,0.6075903175686829,462762.0
weighted avg,0.7522109819941315,0.7688898397016177,0.7593969634230546,462762.0
