,precision,recall,f1-score,support
Normal,0.904045611694062,0.8697047496790757,0.8865427509293681,17138.0
Generic,0.9741727199354318,0.7940789473684211,0.8749546937296122,1520.0
Exploits,0.8190045248868778,0.7215075194781664,0.7671707927945285,5519.0
Fuzzers,0.5029626253418414,0.5264790076335878,0.5144522144522145,4192.0
Recon-Shellcode,0.5800824611481129,0.799038881607689,0.6721793458287394,2289.0
Medium,0.44628784736623806,0.5717321997874601,0.5012811553692057,1882.0
accuracy,0.7746158574062693,0.7746158574062693,0.7746158574062693,0.7746158574062693
macro avg,0.704425965062094,0.7137568842590666,0.7027634921839447,32540.0
weighted avg,0.791963860114003,0.7746158574062693,0.7804588120872784,32540.0
