,precision,recall,f1-score,support
Normal,0.33420832539767975,0.4398143103110084,0.37980699104592786,91766.0
Attack,0.8496896189754941,0.7832779868246558,0.8151333459561427,370996.0
accuracy,0.7151689205250215,0.7151689205250215,0.7151689205250215,0.7151689205250215
macro avg,0.5919489721865869,0.6115461485678321,0.5974701685010353,462762.0
weighted avg,0.7474693494061221,0.7151689205250215,0.7288078518907467,462762.0
