,precision,recall,f1-score,support
Normal,0.8893658989383303,0.8945034426420819,0.8919272727272727,17138.0
Attack,0.8818532313925375,0.8761849110505129,0.8790099332356294,15402.0
accuracy,0.8858328211432084,0.8858328211432084,0.8858328211432084,0.8858328211432084
macro avg,0.8856095651654339,0.8853441768462974,0.885468602981451,32540.0
weighted avg,0.8858099645332811,0.8858328211432084,0.8858131712260345,32540.0
