,precision,recall,f1-score,support
Normal,0.775630737625987,0.7049830785389194,0.7386214274797493,17138.0
Ataque,0.7019395154159052,0.7730814179976626,0.7357948401050518,15402.0
accuracy,0.7372157344806393,0.7372157344806393,0.7372157344806393,0.7372157344806393
macro avg,0.7387851265209461,0.739032248268291,0.7372081337924006,32540.0
weighted avg,0.7407508296825426,0.7372157344806393,0.737283532619728,32540.0
