,precision,recall,f1-score,support
FloodBruteforce,0.9948337167956495,0.46524571562720085,0.6339958145052719,204464.0
Rare,0.4784562327385126,0.9950991577297393,0.6462076651999408,100799.0
accuracy,0.6402053311406886,0.6402053311406886,0.6402053311406886,0.6402053311406886
macro avg,0.736644974767081,0.7301724366784701,0.6401017398526063,305263.0
weighted avg,0.8243239137226425,0.6402053311406886,0.6380282139056969,305263.0
