,classification_accuracy,classification_auc,classification_f1_score,classification_loss,classification_precision,classification_recall,loss,reconstruction_loss,val_classification_accuracy,val_classification_auc,val_classification_f1_score,val_classification_loss,val_classification_precision,val_classification_recall,val_loss,val_reconstruction_loss,learning_rate
0,0.12250000238418579,0.52503901720047,0.12217584997415543,2.995882034301758,0.10181818157434464,0.023333333432674408,3.1142897605895996,0.20435667037963867,0.30523791909217834,0.6001516580581665,0.08151675760746002,2.199871778488159,0.0,0.0,2.3158981800079346,0.19463355839252472,0.0010000000474974513
1,0.19333332777023315,0.6299896240234375,0.19260725378990173,2.455348253250122,0.2697095572948456,0.05416666716337204,2.5698466300964355,0.17977049946784973,0.23146440088748932,0.6624377965927124,0.05231010913848877,2.120234489440918,0.0,0.0,2.235121011734009,0.1652441918849945,0.0010000000474974513
2,0.1941666603088379,0.6327943205833435,0.1936028152704239,2.4446256160736084,0.31877729296684265,0.06083333492279053,2.5643444061279297,0.1766781061887741,0.5150620937347412,0.6782506704330444,0.10686352103948593,2.0287506580352783,0.0,0.0,2.1433403491973877,0.15961015224456787,0.0010000000474974513
3,0.18583333492279053,0.6259706616401672,0.1853809505701065,2.4802353382110596,0.2964426875114441,0.0625,2.5972509384155273,0.1760551780462265,0.42044755816459656,0.6960352063179016,0.13375461101531982,2.136002540588379,0.0,0.0,2.2504048347473145,0.1583596020936966,0.0010000000474974513
4,0.1991666704416275,0.6324649453163147,0.19838687777519226,2.4606473445892334,0.24890829622745514,0.04749999940395355,2.580016613006592,0.1759524643421173,0.4486044645309448,0.6830569505691528,0.13418030738830566,2.0991971492767334,0.0,0.0,2.2136929035186768,0.1582593023777008,0.0010000000474974513
5,0.20499999821186066,0.6357758641242981,0.2049117386341095,2.443857431411743,0.28125,0.05249999836087227,2.559887170791626,0.17607636749744415,0.36634698510169983,0.6813403367996216,0.09493474662303925,2.084724187850952,0.0,0.0,2.1992969512939453,0.15843646228313446,0.0010000000474974513
6,0.1691666692495346,0.6198244690895081,0.1692979782819748,2.508746862411499,0.24890829622745514,0.04749999940395355,2.621924638748169,0.1863849014043808,0.4766383767127991,0.6600160002708435,0.10856755822896957,2.063185214996338,0.0,0.0,2.178314447402954,0.18037885427474976,0.0005000000237487257
7,0.19166666269302368,0.6209413409233093,0.19102692604064941,2.5057075023651123,0.28828829526901245,0.0533333346247673,2.620990514755249,0.18701769411563873,0.5030124187469482,0.6484884023666382,0.10384060442447662,2.0462450981140137,0.0,0.0,2.161428213119507,0.18149235844612122,0.0005000000237487257
8,0.1758333295583725,0.6267561316490173,0.17581915855407715,2.495734453201294,0.24481327831745148,0.04916666820645332,2.613774299621582,0.18717458844184875,0.49944669008255005,0.660804271697998,0.10703301429748535,2.0361850261688232,0.0,0.0,2.151357889175415,0.18160031735897064,0.0005000000237487257
9,0.19750000536441803,0.6212581396102905,0.197007954120636,2.5122311115264893,0.24081632494926453,0.04916666820645332,2.6285240650177,0.19074881076812744,0.4438706636428833,0.6403549909591675,0.10221497714519501,2.075472593307495,0.0,0.0,2.1910765171051025,0.18866759538650513,0.0002500000118743628
10,0.17749999463558197,0.6104286909103394,0.17751839756965637,2.545936346054077,0.23963133990764618,0.04333333298563957,2.661806344985962,0.19084718823432922,0.4369851350784302,0.6390655636787415,0.10254107415676117,2.078665256500244,0.0,0.0,2.194267988204956,0.1887788027524948,0.0002500000118743628
