,precision,recall,f1-score,support
Flood,0.9930889589207719,0.5177935686591043,0.680681742821142,138758.0
Bruteforce,0.974605055292259,0.375566919307217,0.5421967349987915,65706.0
Rare,0.48196729208314265,0.9926090536612466,0.64887124911639,100799.0
accuracy,0.6439660227410462,0.6439660227410462,0.6439660227410462,0.6439660227410462
macro avg,0.8165537687653912,0.628656513875856,0.6239165756454411,305263.0
weighted avg,0.8203360990347678,0.6439660227410462,0.6403697434012298,305263.0
