,precision,recall,f1-score,support
Normal,0.9672062046872365,0.6694480102695763,0.7912413793103448,17138.0
Ataque,0.7260373343650256,0.9747435398000259,0.8322062084257206,15402.0
accuracy,0.8139520590043023,0.8139520590043023,0.8139520590043023,0.8139520590043023
macro avg,0.8466217695261311,0.8220957750348011,0.8117237938680326,32540.0
weighted avg,0.8530549157904114,0.8139520590043023,0.8106310627164608,32540.0
