,precision,recall,f1-score,support
BENIGN,0.6210373242850218,0.13961750122595762,0.2279816717825526,91765.0
FloodBruteforce,0.9862758996168346,0.40139888206496066,0.5705804396531744,239191.0
Rare,0.3709398139688672,0.9703418764510402,0.5367081914377978,131802.0
accuracy,0.511533025901227,0.511533025901227,0.511533025901227,0.511533025901227
macro avg,0.6594176792902412,0.5037860865806528,0.44509010095784163,462758.0
weighted avg,0.7385899717108941,0.511533025901227,0.49299559834750134,462758.0
