,precision,recall,f1-score,support
Normal,0.39717606377869563,0.3154218337946516,0.3516092393846079,91766.0
Attack,0.8388730010131192,0.8815836289340047,0.8596981656789958,370996.0
accuracy,0.769313383553533,0.769313383553533,0.769313383553533,0.769313383553533
macro avg,0.6180245323959075,0.5985027313643281,0.6056537025318018,462762.0
weighted avg,0.7512842164062282,0.769313383553533,0.7589438072607791,462762.0
