,precision,recall,f1-score,support
Normal,0.7038910505836576,0.039426367064054224,0.07467029905269024,91766.0
Ataque,0.8073781417851414,0.9958975298925056,0.8917836687110345,370996.0
accuracy,0.806228687748778,0.806228687748778,0.806228687748778,0.806228687748778
macro avg,0.7556345961843995,0.5176619484782798,0.48322698388186236,462762.0
weighted avg,0.7868565855398245,0.806228687748778,0.7297495659107449,462762.0
