,precision,recall,f1-score,support
Normal,0.36928465192150844,0.4193864763253964,0.3927441575670987,91765.0
Attack,0.8513985770186561,0.8228268457895432,0.8368689139398193,370993.0
accuracy,0.7428245432818017,0.7428245432818017,0.7428245432818017,0.7428245432818017
macro avg,0.6103416144700823,0.6211066610574698,0.614806535753459,462758.0
weighted avg,0.7557952933659914,0.7428245432818017,0.748798889718644,462758.0
